inchi,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50
"InChI=1S/C10H13N5O3/c11-9-8-10(13-3-12-9)15(4-14-8)7-1-5(17)6(2-16)18-7/h3-7,16-17H,1-2H2,(H2,11,12,13)",0.727405222,3.360262397,4.454256363,3.324704721,2.811350724,3.349349383,1.705438422,4.204470356,3.187844291,3.637491011,2.633376554,3.891521541,3.483422094,3.02492696,3.014447828,3.187521921,3.387439293,3.119692411,3.396318364,2.800926054,2.708840909,3.025840715,3.612838495,2.408276342,3.124684233,3.356137507,3.408425288,3.174088037,3.636721571,3.322115454,3.166664563,2.883042717,2.802649709,3.020300303,2.877943223,3.484731051,2.968698302,3.443088731,2.805439319,3.12843231,3.502937481,2.772637691,3.393329403,3.099160166,3.353157706,2.851959303,2.945883086,3.335431518,3.102282205,3.107051211
"InChI=1S/C10H14N5O6P/c11-9-8-10(13-3-12-9)15(4-14-8)7-1-5(16)6(21-7)2-20-22(17,18)19/h3-7,16H,1-2H2,(H2,11,12,13)(H2,17,18,19)",0.822806443,3.505465422,4.285994032,3.347886237,2.923427822,3.6927576,1.856056884,4.311151435,3.238331383,3.850000752,2.459030074,4.243530409,3.016608047,2.612386655,3.160874599,3.182494798,3.463218236,3.186287347,3.278269276,2.65334135,2.896794847,2.95171525,3.700894147,2.431985699,3.201332209,3.23165517,3.253124567,3.326135433,2.977070706,3.304600706,2.917661081,2.908035255,2.768243456,3.05463675,2.956777612,3.902822988,3.152070922,3.269606712,2.678069131,3.217003196,3.11799296,2.853382203,3.276300363,2.896845225,3.312855677,3.132782986,2.947302735,3.241961114,3.135157302,3.248352575
"InChI=1S/C9H13N3O4/c10-7-1-2-12(9(15)11-7)8-3-5(14)6(4-13)16-8/h1-2,5-6,8,13-14H,3-4H2,(H2,10,11,15)",0.63105822,2.808307539,3.671381758,3.233311732,3.009538469,2.977427397,2.611154162,3.708446253,2.560755087,3.161816003,2.737179859,3.198265763,3.463637895,2.595963361,3.107009429,3.047816541,3.240575147,3.274292737,3.208423191,2.990631425,2.985945388,2.986170576,3.255356051,2.843368855,3.222891263,3.11484463,3.165816825,3.012173576,3.522610558,3.120633074,3.418025518,3.403394892,3.184201163,3.073495728,3.17234497,2.830592564,3.022955069,3.252509423,3.179783142,3.330332397,3.083020465,3.126015028,3.019301508,3.203670954,3.080188201,3.157765153,3.265609627,3.018962323,3.322055808,3.151475983
"InChI=1S/C10H13N4O7P/c15-5-1-7(21-6(5)2-20-22(17,18)19)14-4-13-8-9(14)11-3-12-10(8)16/h3-7,15H,1-2H2,(H,11,12,16)(H2,17,18,19)",0.842843196,3.557245893,4.157710652,3.37385605,2.914200125,3.638243599,1.891852659,4.164696411,3.198223116,3.829203056,2.594393835,4.156556932,2.974030997,2.669917676,3.204724081,3.228209267,3.41771767,3.217924899,3.119801272,2.625821359,2.877377803,3.022737756,3.601929825,2.545995748,3.193148066,3.280886236,3.132236888,3.349084602,2.90815318,3.300650144,2.917034667,2.896773168,2.765201225,3.084335228,2.988985734,3.958222811,3.108698773,3.26176161,2.668814543,3.20371162,3.120167436,2.853968012,3.257066535,2.905306485,3.26979505,3.073622244,3.045491958,3.308149694,3.142546168,3.342821219
"InChI=1S/C9H13N2O8P/c12-5-3-8(11-2-1-7(13)10-9(11)14)19-6(5)4-18-20(15,16)17/h1-2,5-6,8,12H,3-4H2,(H,10,13,14)(H2,15,16,17)",0.764670344,2.997680905,3.398547852,3.307219987,3.10995027,3.275419923,2.776778075,3.682976924,2.616696708,3.361188347,2.715618833,3.477200264,2.952812709,2.218885559,3.291734383,3.074665662,3.245420737,3.320700496,3.014155141,2.872497954,3.136978532,2.98250452,3.223235796,2.959556024,3.269123421,3.039563677,2.919497324,3.203432007,2.793195076,3.161571381,3.168223152,3.436893403,3.089942367,3.158415484,3.324939213,3.317223967,3.086662043,2.95806627,3.005586892,3.422284075,2.705615427,3.183565577,2.869395694,2.952448277,3.10149988,3.338993145,3.326772241,3.050914991,3.352225579,3.310312308
"InChI=1S/C9H11NO4/c10-6(9(13)14)3-5-1-2-7(11)8(12)4-5/h1-2,4,6,11-12H,3,10H2,(H,13,14)",0.410365873,2.387255394,3.366823035,3.031251887,2.943389125,2.527232459,3.213664067,2.923707575,3.137811453,2.59055067,3.297536163,2.889969295,3.579154004,3.317390967,3.055404458,3.147701255,3.088471976,3.204769554,3.013703788,3.231651899,3.362131624,3.117516838,3.319210303,3.239455701,3.062942433,3.337124937,3.028889891,3.095687697,2.871447352,3.074351648,2.93115292,3.001024605,3.184594075,3.136175057,2.962851954,3.19453524,3.131634508,3.297968469,2.906914794,3.094187689,3.205342468,3.361897017,3.0893113,3.311577631,3.102342563,3.312739891,3.151269839,3.255669636,3.113581742,3.265137072
"InChI=1S/C21H35N7O13P2S/c1-21(2,16(32)19(33)24-4-3-12(29)23-5-6-44)8-39-43(36,37)41-42(34,35)38-7-11-14(30)15(31)20(40-11)28-10-27-13-17(22)25-9-26-18(13)28/h9-11,14-16,20,30-32,44H,3-8H2,1-2H3,(H,23,29)(H,24,33)(H,34,35)(H,36,37)(H2,22,25,26)",1.575651793,4.000116506,3.586886169,3.184970952,3.041648122,4.578346913,1.998370399,4.46069553,3.061282989,3.901077855,2.157917919,4.741240648,3.064936255,2.279422062,3.491765649,2.900994309,3.514155445,3.141652254,2.864417877,2.527904796,3.263587569,2.749629403,4.198047176,2.320026381,2.81366054,3.292516342,3.243589989,3.552101191,2.501361025,3.298914456,3.083223277,2.763876739,2.76593926,3.803292908,2.976168253,3.645908159,3.513223555,3.516496612,2.699661394,3.282793434,3.537390282,2.870486223,2.934829786,3.164611755,2.934746074,3.16143638,3.419805894,3.099010783,3.187184447,3.328300051
"InChI=1S/C10H17N/c11-10-4-7-1-8(5-10)3-9(2-7)6-10/h7-9H,1-6,11H2",0.364067553,2.94750572,3.845654013,3.369112223,3.257112301,2.632543237,2.789622647,2.977410958,3.388020867,3.947371581,3.141956173,2.619843274,3.378495071,3.539898679,2.906236077,3.222996557,3.132137507,3.074978222,3.199612102,3.330057359,2.858249962,3.144590668,3.143045222,2.943575188,2.693110338,3.548867708,3.226594541,3.257378943,2.940815786,3.308391133,3.01121134,2.972549507,2.88059703,3.253015789,3.304863285,3.150178369,3.289416121,3.233292516,3.291694374,3.00362985,3.238662523,3.256194498,3.185986565,3.023056441,2.933759597,3.2820172,3.17851144,2.83032115,3.046987505,2.971768096
"InChI=1S/C6H7N/c7-6-4-2-1-3-5-6/h1-5H,7H2",0.19773399,2.090071848,3.582478795,3.130900942,3.013857887,2.697134537,3.200242726,2.972734135,3.04869109,2.848146388,3.252607521,2.839700798,3.6483807,3.246693529,3.170092312,2.944296336,3.136872535,3.046711652,3.114722696,3.24532068,3.31677656,3.205360713,3.169550453,3.222708148,2.929430597,3.096640076,3.255841359,3.249196641,2.882216447,3.197065672,2.922281442,3.001689321,3.08577276,3.095101346,3.176800655,3.064212344,3.160275361,3.219280209,3.205936644,3.143551174,3.141943015,3.171298782,3.29220651,2.995542575,3.205711738,3.229057629,3.012097165,3.032516681,3.115165457,3.029909766
"InChI=1S/C7H8N2/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H3,8,9)",0.247306728,2.120074201,3.619721966,3.064569588,3.023791403,2.67030225,3.278804959,3.007227102,3.005347724,2.861113098,3.22062918,2.831256748,3.611547949,3.292025288,3.144923792,2.958353078,3.120914842,3.048293185,3.089054621,3.257474575,3.328565772,3.215359185,3.131026266,3.279456094,2.9078336,3.09898097,3.238209151,3.243787887,2.88033356,3.180688823,2.954232838,2.989531324,3.111071667,3.096231244,3.144916161,3.129609209,3.122748488,3.23078649,3.153514076,3.138700397,3.192151415,3.191656111,3.257474695,3.062345937,3.206013603,3.196479683,3.100446398,3.08391124,3.128699975,3.151554964
"InChI=1S/C9H12N3O7P/c10-5-1-2-12(9(14)11-5)8-6(13)7-4(18-8)3-17-20(15,16)19-7/h1-2,4,6-8,13H,3H2,(H,15,16)(H2,10,11,14)",0.764983366,3.705586575,3.648357898,3.334128302,3.179978188,3.265340031,2.44317608,3.817906475,2.718827579,3.846929871,2.593626482,3.672720336,2.982921445,2.596172319,3.184097158,3.208714124,3.334290165,3.286561446,3.115778602,2.722408658,2.80604808,2.964648219,3.440947024,2.558477125,3.285795809,3.063109446,3.228120226,3.235653539,2.960403987,3.157640929,3.000781677,2.884404893,2.892800072,3.320661978,3.369582493,3.437213929,3.063627251,3.016255451,3.084770193,3.233838134,2.813471049,3.507159732,2.889295538,2.917258238,3.116519803,3.608664149,3.392761041,2.693414914,3.289788913,3.170214929
"InChI=1S/C6H14O12P2/c7-1-2(8)6(18-20(14,15)16)4(10)3(9)5(1)17-19(11,12)13/h1-10H,(H2,11,12,13)(H2,14,15,16)",0.47702855,2.886674628,2.673778238,3.214814893,3.18436637,3.336593829,3.21234707,3.500987589,2.814697443,3.228969893,3.103015814,3.369384816,3.131910693,2.335685213,3.40012148,2.916600852,3.402706423,3.429068906,2.810833553,2.847268984,3.571157214,2.92590078,3.26540221,3.184068714,3.580256096,2.882861069,2.741328428,3.198452044,2.10867675,2.997350547,3.052597337,2.842661099,2.966344496,3.914958088,3.123740573,3.75182015,3.29018099,3.10251259,2.692304559,3.346120651,2.365317872,3.093751681,2.730785383,2.792278703,2.793623921,3.308328669,3.169181171,3.012551005,3.43225851,3.343560695
"InChI=1S/C10H13NO2/c1-2-3-4-8-5-6-9(10(12)13)11-7-8/h5-7H,2-4H2,1H3,(H,12,13)",0.356562385,2.220579205,3.607714536,3.170926423,2.956112157,2.84734686,2.982835169,3.155162403,3.192147908,2.822463965,3.39342838,3.012149545,3.560741995,3.468821584,3.135050259,2.931453453,3.160638451,2.891604309,2.941993964,3.283396441,3.463676489,3.196709107,3.225991365,3.352690847,3.057175042,3.192880266,3.22383039,3.155910571,2.853261139,3.065313952,3.18491976,2.873794839,3.22311457,2.853032445,3.145622617,3.221615548,3.171358581,3.067348773,3.239301509,3.162087063,3.165339523,3.036949864,3.254835149,3.170202508,3.116408644,3.074422765,3.165011453,3.234976509,3.174804722,3.096436833
"InChI=1S/C20H32N6O12S2/c21-9(19(35)36)1-3-13(27)25-11(17(33)23-5-15(29)30)7-39-40-8-12(18(34)24-6-16(31)32)26-14(28)4-2-10(22)20(37)38/h9-12H,1-8,21-22H2,(H,23,33)(H,24,34)(H,25,27)(H,26,28)(H,29,30)(H,31,32)(H,35,36)(H,37,38)",1.707967971,2.195922643,2.013047841,2.778455355,3.58308555,3.799224485,3.53378929,3.155522293,3.442465256,3.038379095,3.05274689,3.827464818,3.216506942,3.302702923,3.234305084,3.258331613,2.733371152,3.693092909,2.861650519,2.86283203,3.245259817,3.380726493,3.27354695,2.676422438,3.280462826,2.538582284,2.651589419,3.342278809,3.152003217,2.813503174,3.159631308,3.254374326,3.479147432,3.38274405,3.043436162,3.178612622,3.551334658,3.230292566,3.114590408,2.937505362,4.247303145,3.71834661,2.756517346,4.293905813,2.859797815,3.359484084,3.625155475,2.957967359,2.802803795,3.715391423
"InChI=1S/C10H13N4O8P/c15-6-4(1-21-23(18,19)20)22-10(7(6)16)14-3-13-5-8(14)11-2-12-9(5)17/h2-4,6-7,10,15-16H,1H2,(H,11,12,17)(H2,18,19,20)",0.875621927,3.673907213,4.063862298,3.362811111,2.893877338,3.650716962,1.857790166,4.203877479,3.127234936,3.793490398,2.615865727,4.150534616,3.071514655,2.668833449,3.22323138,3.194068301,3.455817244,3.252289721,3.106924558,2.59259955,2.837892452,3.001202203,3.605096319,2.51484347,3.224348853,3.261554996,3.091091483,3.328316891,2.868759175,3.263852151,2.931381271,2.871705762,2.767885338,3.08683503,2.960884892,3.952775803,3.08726662,3.29998918,2.630146237,3.237159858,3.088807508,2.867952781,3.214044321,2.942044878,3.223735285,3.042740392,3.056341289,3.292666634,3.120342674,3.342151199
"InChI=1S/C11H21N/c1-10(2)8-5-6-9(7-8)11(10,3)12-4/h8-9,12H,5-7H2,1-4H3",0.370522687,2.602777655,3.690435276,3.366732568,3.258287283,2.761844255,2.801348273,3.027259932,3.249790318,3.781234247,3.15760845,2.51269767,3.445812798,3.479000191,3.033822099,3.148036017,3.180472944,2.86425514,3.148243498,3.29185644,3.047205256,2.962361105,3.172729535,3.199132223,2.786289471,3.573949418,3.209445996,3.24002205,2.893164083,3.356051255,3.21284575,3.530933004,3.117811993,3.116685444,3.143701264,3.064968976,3.149413551,3.086788648,3.09592029,2.951479061,3.093855761,3.163803267,2.970201744,3.231457625,3.030510681,3.186114323,3.228768645,2.925512443,3.115952583,3.034550326
"InChI=1S/C9H15N5O/c10-7-6-8(12-9(11)14(7)15)13-4-2-1-3-5-13/h6,11,15H,1-5,10H2",0.644799987,2.527114888,4.286345883,3.218667955,3.226003425,3.066420483,2.749722226,4.016691589,2.404483577,3.241143482,2.328647336,3.399234166,3.237516921,2.523124338,3.030179852,3.147448451,3.315095011,3.205119428,3.350430206,2.928693656,3.088565954,3.015880219,3.670247371,2.75647675,3.147711336,3.111725098,3.365937509,3.034450269,3.732271788,3.196096091,3.347330289,3.466533676,3.190332102,3.107746264,3.139369324,2.632549428,3.080917986,3.185158156,3.244149189,3.24703514,2.945560602,3.178996269,3.127147165,3.164625009,3.020296047,3.289632158,2.976577824,2.903992095,3.275577181,2.921098522
"InChI=1S/C10H13N4O9P/c15-5-3(1-22-24(19,20)21)23-9(6(5)16)14-2-11-4-7(14)12-10(18)13-8(4)17/h2-3,5-6,9,15-16H,1H2,(H2,19,20,21)(H2,12,13,17,18)",0.947787429,3.717191438,4.050157523,3.342040813,2.841105658,3.645700804,1.817414788,4.229486791,3.075268984,3.785011818,2.635520401,4.204704327,3.091089368,2.626573487,3.201467175,3.211614228,3.442470726,3.286391925,3.116390876,2.585602658,2.853831382,2.951128875,3.650823227,2.467986089,3.223285324,3.282700844,3.098809971,3.326352109,2.837178463,3.251052109,2.936664458,2.883869233,2.775613144,3.108205167,2.912133997,3.961746867,3.071808064,3.312832322,2.599166091,3.285499344,3.054176308,2.893517839,3.170008915,2.968842969,3.189416963,3.016378275,3.119260281,3.286286428,3.161832965,3.351520885
"InChI=1S/C9H8O3/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5H,6H2,(H,11,12)",0.309433672,2.215427671,3.515208732,3.083639508,2.966852233,2.645768172,3.272407682,2.958789116,3.130871179,2.797445389,3.332238407,2.783574209,3.649611882,3.188061552,3.171998105,2.897294513,3.102183741,3.132207503,3.074984787,3.16544406,3.292783453,3.22065089,3.08777994,3.265737073,2.886997562,3.136346598,3.291038809,3.319222785,2.866935195,3.192689028,2.965065735,2.981348073,3.144969904,3.119097122,3.053705874,3.167092906,3.103400928,3.199331226,3.074580227,3.150951089,3.168079461,3.232305078,3.290839566,3.060233964,3.199325337,3.165650503,3.111716484,3.146830611,3.138266817,3.187771517
"InChI=1S/C17H14O7/c1-22-14-3-8(4-15(23-2)16(14)21)17-12(20)7-10-11(19)5-9(18)6-13(10)24-17/h3-7H,1-2H3,(H3-,18,19,20,21)",0.464532387,4.717557284,3.114194139,2.890256564,3.109842641,2.413773532,2.811636658,2.866444055,3.120984945,2.896884249,3.088029056,3.341513563,2.186169992,3.204182262,3.093822414,3.454922149,3.14003531,3.046584863,3.320637153,3.258976234,2.890020397,3.108545765,2.927126516,3.175505302,3.263295457,3.45912243,3.011557325,3.009949406,3.213801109,3.141289339,2.44351614,3.2537796,3.062686946,3.267681137,2.841232636,3.360425928,3.203003045,3.406725472,3.060182573,3.147276948,2.895677852,3.491031859,3.157342505,3.135479193,2.896772882,3.022303449,3.124277125,3.067090264,3.166590532,3.02859915
"InChI=1S/C21H22O11/c22-7-16-18(27)19(28)20(29)21(32-16)30-9-4-12(25)17-13(26)6-14(31-15(17)5-9)8-1-2-10(23)11(24)3-8/h1-5,14,16,18-25,27-29H,6-7H2",0.714907086,5.998148298,2.450303245,2.926259705,3.113762359,2.682343619,2.892392648,3.116059937,2.925792078,2.833040833,3.236897176,3.305030679,2.756012975,3.337237361,3.075831859,3.463412209,3.118973208,3.353982948,3.277001232,3.235517536,3.12220603,3.349790803,3.084361836,2.880534446,3.183834756,2.97078526,3.125591705,3.290496199,2.866421775,2.940649588,3.057714166,2.997159708,3.146405777,3.210271296,2.962490061,2.829555372,2.928992124,3.005351712,3.112520284,2.892430394,2.865356249,3.046930586,3.266922126,3.281254023,3.267285122,3.151841914,3.263760156,3.336491576,3.273701808,3.192959161
"InChI=1S/C21H20O11/c1-7-15(26)17(28)18(29)21(30-7)32-20-16(27)14-12(25)5-9(22)6-13(14)31-19(20)8-2-3-10(23)11(24)4-8/h2-7,15,17-18,21-26,28-29H,1H3",0.68407171,5.992483746,2.454017271,2.940205769,3.122646538,2.709303961,2.889244411,3.145331651,2.945602978,2.863252127,3.236913026,3.254258184,2.810151091,3.294912161,3.044115025,3.430450897,3.075342687,3.303697305,3.315934514,3.194617777,3.123610292,3.295881986,3.15978323,2.887808937,3.169640746,2.96611221,3.048601564,3.270149052,2.819957907,2.912522647,3.108025996,2.922821907,3.136227185,3.176778432,2.981669396,2.800344723,2.845390987,2.948390251,3.166142975,3.108623686,2.82452057,3.118710355,3.139818369,3.360561631,3.278149196,3.068658183,3.167703445,3.426994607,3.329936826,3.06096628
"InChI=1S/C21H20O9/c22-8-16-18(25)19(26)20(27)21(30-16)29-12-5-6-13-15(7-12)28-9-14(17(13)24)10-1-3-11(23)4-2-10/h1-7,9,16,18-23,25-27H,8H2",0.698424466,5.460473162,2.770411298,3.008858371,3.156659801,2.90252032,3.013666523,3.071802111,3.110372992,3.234232875,3.148722186,3.179892475,2.997872833,3.18602073,3.095706898,3.294160184,3.1567102,3.355921737,3.210011989,3.135724752,2.96854645,3.217354795,3.067774779,2.918871128,3.305005348,3.090615857,2.966296332,3.157513959,2.893454951,2.916060516,2.764487016,3.074031708,3.123250136,3.220925099,3.160950064,2.774342804,2.840564106,3.033948324,3.253436541,3.016910717,3.169315358,3.053289275,3.271433188,3.145986559,3.518758852,3.296718077,3.172562164,3.26931678,3.218200577,3.108544421
"InChI=1S/C42H62O16/c1-37(2)21-8-11-42(7)31(20(43)16-18-19-17-39(4,36(53)54)13-12-38(19,3)14-15-41(18,42)6)40(21,5)10-9-22(37)55-35-30(26(47)25(46)29(57-35)33(51)52)58-34-27(48)23(44)24(45)28(56-34)32(49)50/h16,19,21-31,34-35,44-48H,8-15,17H2,1-7H3,(H,49,50)(H,51,52)(H,53,54)",1.665084817,6.485798397,1.393728946,3.43617532,3.413060854,4.473931819,3.456018562,3.704327344,3.483642277,4.597650512,3.139277484,1.703204133,4.661901181,3.106425135,2.897896406,2.681651402,2.955188833,3.091741643,3.143437899,3.041351461,3.30541669,2.936169741,3.286076385,3.312744782,2.918895652,3.405046937,3.038766462,3.012130104,3.448900715,3.32207517,3.351268618,3.223407979,3.123648824,3.275225395,3.049892926,3.342986513,3.381023845,3.244598034,3.10060646,3.44144849,2.95988099,3.357576921,3.05757641,3.201228794,3.012776221,3.024230721,2.987226989,3.178484852,2.914136921,2.972117505
"InChI=1S/C18H27NO3/c1-14(2)8-6-4-5-7-9-18(21)19-13-15-10-11-16(20)17(12-15)22-3/h6,8,10-12,14,20H,4-5,7,9,13H2,1-3H3,(H,19,21)",0.487647278,2.717964263,3.134407479,3.079422566,3.125638776,2.978204701,3.32299073,3.042930154,3.119171299,2.960652085,3.112879909,2.990511119,2.774991033,2.848923083,3.219881474,3.140146663,3.216140735,3.194486864,3.19484066,3.293342725,3.531411749,3.158932578,3.059234007,3.421589067,3.470145415,2.995118901,2.944209345,2.960244428,3.191743261,2.984421955,2.652406911,3.144660664,3.220694017,2.877099574,2.929090291,3.409019317,3.022822999,3.153761465,3.050074089,3.365407817,3.12026591,3.251243597,3.060970128,3.216153466,3.116060633,3.086131712,3.144391111,3.038827048,3.108684067,3.212203907
"InChI=1S/C18H29NO3/c1-14(2)8-6-4-5-7-9-18(21)19-13-15-10-11-16(20)17(12-15)22-3/h10-12,14,20H,4-9,13H2,1-3H3,(H,19,21)",0.521840775,2.709668957,3.127036478,3.059583631,3.146975906,2.995041213,3.321581937,3.062115325,3.153116579,2.985135967,3.143615251,2.919551786,2.774811656,2.837142406,3.219103578,3.175319172,3.267734137,3.17463316,3.193742511,3.33656639,3.512699643,3.161894923,3.092963872,3.395305399,3.476711494,2.973297094,2.937441475,2.953870074,3.191572747,2.997119778,2.66618812,3.149064155,3.230183362,2.849632575,2.919135894,3.417160434,3.081616263,3.224830477,3.021102119,3.196023693,3.047680155,3.211707406,3.135545287,3.216626705,3.082742575,3.043962485,3.285197819,3.004038091,3.089735113,3.153584086
"InChI=1S/C11H16N2/c1-2-5-10(6-3-1)13-9-11-7-4-8-12-11/h1-3,5-6,11-13H,4,7-9H2",0.463403484,2.366674324,3.868262965,3.3198283,3.127834792,2.676171878,3.002389642,2.967055279,3.032376124,3.057798245,3.075653076,2.816610186,3.506012005,3.12196687,3.220757915,2.913412645,3.18569768,3.045517962,3.142286734,3.318973423,2.988394115,3.139643396,2.959928296,3.115416854,2.780077936,3.260402056,3.103778437,3.271921669,2.850331411,3.20911811,3.214418768,3.452824477,3.145540264,3.006091138,3.326997277,2.854371865,3.188542856,3.221215814,3.294062612,3.222211661,3.129751242,3.118409575,3.33227989,3.027816386,3.021423297,3.248515948,3.108938239,3.031892996,3.104805316,3.195185795
"InChI=1S/C6H4N2/c7-4-6-2-1-3-8-5-6/h1-3,5H",0.226108065,2.125408404,3.653470066,3.19351213,2.982962874,2.798801868,2.976252237,3.113794567,3.11781754,2.919708507,3.253486,3.054769601,3.700524606,3.415775414,3.189596576,2.979844572,3.15040072,2.899809573,3.019239654,3.27508002,3.369769488,3.120096266,3.254846865,3.254309574,3.038376276,3.132577188,3.171588474,3.162676948,2.866339399,3.096767204,2.920601336,2.998203354,3.154722297,2.996188651,3.149260006,3.164078637,3.083160284,3.185329876,3.190134299,3.172651516,3.189023621,3.081754853,3.236454887,3.066953675,3.196350442,3.052695658,3.072199622,3.220018213,3.159762047,3.12850177
"InChI=1S/C6H6N2O2/c9-6(10)2-1-5-3-7-4-8-5/h1-4H,(H,7,8)(H,9,10)",0.336312197,2.10535582,3.717612704,3.235348199,2.920450447,2.977133879,2.792483423,3.509988851,3.158784612,2.753603419,3.242636894,3.059692496,3.695308427,3.317463945,3.117812542,3.079074579,3.072683868,3.092874595,3.17093612,3.268405551,3.44858638,3.220395336,3.235873719,3.261944143,2.917516322,3.290496306,3.160666349,3.207730423,2.909990445,3.161727754,2.921511318,3.025512526,3.112640305,3.052737519,3.126489535,3.261723997,2.999492379,3.084452717,3.100346746,3.244471879,3.319877339,3.083535752,3.267285575,3.08795432,3.276115249,3.071520115,2.997664093,3.271790277,3.112618571,3.216036565
"InChI=1S/C10H14N5O7P/c11-10-13-8-7(9(17)14-10)12-3-15(8)6-1-4(16)5(22-6)2-21-23(18,19)20/h3-6,16H,1-2H2,(H2,18,19,20)(H3,11,13,14,17)",0.896294276,3.530912206,4.144037311,3.253510913,2.97457198,3.565543116,2.086791749,4.307464735,2.835535282,3.817047124,2.462189843,3.993218998,2.916914567,2.550177314,3.11826547,3.28626779,3.353474464,3.371225943,3.16615893,2.612150346,2.96031646,3.105901778,3.703945335,2.548493792,3.153108587,3.206538111,3.236392205,3.328368467,3.129081284,3.252737828,2.944731261,2.923384415,2.848721845,3.15910583,3.090466998,3.571352131,3.262084161,3.003376746,3.013578805,3.155357082,2.900913575,3.234621673,3.095538723,2.944703092,3.059985464,3.399938399,3.174296574,2.925492921,3.248953439,3.271658169
"InChI=1S/C12H10O4/c1-7-5-12(14)16-11-6-9(15-8(2)13)3-4-10(7)11/h3-6H,1-2H3",0.289093119,3.504042302,3.278325516,3.067382705,3.092559937,2.521349475,2.776532948,3.02276748,3.0717913,3.134845042,3.106474023,3.025437316,2.86718724,3.25583412,3.182501104,3.142441204,3.203558083,2.766756416,3.215107567,3.269148181,2.822748551,3.039175659,2.812695206,3.322662398,3.220295212,3.45257531,3.215405043,3.054114511,3.468528275,3.381491867,3.167898884,3.596220637,3.189456508,3.552720081,3.018120638,3.125479206,2.92555937,2.739388397,3.117899997,2.992420402,3.385814991,3.026535946,3.143787914,3.027705602,3.422005351,3.412135969,3.225299384,3.114157764,3.213979603,3.232593766
"InChI=1S/C3H7NO2/c1-3(2)4(5)6/h3H,1-2H3",0.15300903,1.735614192,3.116941174,3.243150827,3.123932272,3.132579661,3.60113088,3.269094169,3.165741263,2.913436464,3.75758441,3.377958544,3.486887867,3.612721525,3.068473533,3.375808883,3.060252843,3.163410616,3.272245187,3.059356324,2.864443544,3.075106889,3.227527271,2.992095818,2.896248,3.166872559,3.148075281,3.316578443,2.881493742,3.133017208,3.067845893,3.259868918,3.025091352,3.242147915,3.360962552,3.145552682,3.348184236,3.216885688,3.186893817,3.148214086,2.976055739,3.134282369,3.040261397,2.998782364,3.162723537,3.219415969,3.078529246,3.104105394,3.246305033,3.122317468
"InChI=1S/C8H8O4/c9-6-1-2-7(10)5(3-6)4-8(11)12/h1-3,9-10H,4H2,(H,11,12)",0.29134042,2.427833757,3.32512864,3.094836591,2.981642967,2.520039756,3.145944322,3.019082633,3.04738396,2.63001593,3.383498347,2.882490791,3.515108805,3.277879695,3.082462421,3.120167056,3.021559297,3.142255536,3.024388097,3.261159996,3.46728017,3.115311768,3.285846098,3.24099434,2.966181098,3.357239465,3.073243393,3.162787768,2.872156082,3.076427414,2.951603136,3.037507282,3.138037909,3.153208405,3.026333941,3.162105635,3.078212892,3.311348568,3.100938855,3.199660139,3.045167843,3.29610669,3.250697688,3.103774086,3.142892752,3.105851072,3.15459259,3.176247901,3.201160081,3.142512721
"InChI=1S/C7H7NO3/c8-6-4(7(10)11)2-1-3-5(6)9/h1-3,9H,8H2,(H,10,11)",0.281023954,2.386260492,3.383951632,3.086919144,2.951712755,2.522149333,3.082111329,2.986532626,2.953432013,2.63815473,3.333680107,2.940347841,3.453220642,3.276298512,3.108979198,3.117222929,3.053663213,3.085032639,3.033405431,3.288531644,3.565373642,3.228526895,3.313602654,3.243837791,2.885195259,3.11766299,3.264500456,3.262542757,2.908865508,3.183138435,3.286924815,2.878347001,3.124067844,2.880113072,3.256574317,3.222887745,3.274640699,3.158530114,3.176430241,3.212724736,3.008537338,3.075378011,3.149638252,3.216187473,3.070646699,3.134897047,3.100321402,3.067043329,3.175502977,2.966249575
"InChI=1S/C6H13NO2S/c1-10-3-2-5(7)4-6(8)9/h5H,2-4,7H2,1H3,(H,8,9)",0.40036523,1.678617322,2.974886464,2.716945039,3.762982767,3.181658514,3.21215458,3.021722446,3.178805891,2.909800203,3.90650316,3.491640723,3.687567091,3.542138801,2.884595548,3.382565303,2.863969295,3.293215508,3.23483706,3.03415605,2.840135652,3.248737811,3.154550692,3.016174503,2.948459094,3.11016797,3.065968848,3.345664101,3.074771291,3.246753121,3.071135289,3.307308444,3.15978172,3.131531787,3.232573445,3.182749856,3.321421092,3.230394917,3.302568675,3.030387694,3.189649634,3.320079203,3.071803534,3.33002645,3.171654634,3.197084977,3.104124608,3.337241213,2.922989472,3.018794488
