inchi,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98,PC99,PC100,PC101,PC102,PC103,PC104,PC105,PC106,PC107,PC108,PC109,PC110,PC111,PC112,PC113,PC114,PC115,PC116,PC117,PC118,PC119,PC120,PC121,PC122,PC123,PC124,PC125,PC126,PC127,PC128,PC129,PC130,PC131,PC132,PC133,PC134,PC135,PC136,PC137,PC138,PC139,PC140,PC141,PC142,PC143,PC144,PC145,PC146,PC147,PC148,PC149,PC150,PC151,PC152,PC153,PC154,PC155,PC156,PC157,PC158,PC159,PC160,PC161,PC162,PC163,PC164,PC165,PC166
"InChI=1S/C6H6N2O2/c9-6(10)2-1-5-3-7-4-8-5/h1-4H,(H,7,8)(H,9,10)",0.867875241,0.814862499,1.295274634,1.203495275,1.154991004,1.437277397,1.223963706,1.333928642,1.06568351,1.0978671,1.193821487,1.34137681,1.176997772,1.164676274,1.392661911,1.247213318,1.387474217,1.283214369,1.239120899,1.311377427,1.334248861,1.362484492,1.320764083,1.233608077,1.286237264,1.290078598,1.29605693,1.241105615,1.254784351,1.336372496,1.212071215,1.282504754,1.236437645,1.343712788,1.287845661,1.209510801,1.279520966,1.254944724,1.227510261,1.312703214,1.257673418,1.288561843,1.32269732,1.323765197,1.334951408,1.36524524,1.272033259,1.329733768,1.288547166,1.268887206,1.261125314,1.310371317,1.276144233,1.206891136,1.208366231,1.230796533,1.292055627,1.366246188,1.305892475,1.336222916,1.304914602,1.332872003,1.233625498,1.372544862,1.303800668,1.240171375,1.27200406,1.310736022,1.347942491,1.287617714,1.294066578,1.25536785,1.224038544,1.262513756,1.294209461,1.318991322,1.289723603,1.32166224,1.280808613,1.35439631,1.302814078,1.296865256,1.29396962,1.304144409,1.269731376,1.321842184,1.245153468,1.290216192,1.302076663,1.339248165,1.270563336,1.297459062,1.310721393,1.300545095,1.330626276,1.282900363,1.30381504,1.265721348,1.244682461,1.299353221,1.308523894,1.31126202,1.28027316,1.290194358,1.290899275,1.286940602,1.286279666,1.302518812,1.297220354,1.305510145,1.300861504,1.289131819,1.299139035,1.305778728,1.294884589,1.304063382,1.286900578,1.284857808,1.289675584,1.302424551,1.29880654,1.296801658,1.301550882,1.297274249,1.294943594,1.291553132,1.296405631,1.291824077,1.296044681,1.295420841,1.295272711,1.29588598,1.295455338,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862
"InChI=1S/C10H14N5O7P/c11-10-13-8-7(9(17)14-10)12-3-15(8)6-1-4(16)5(22-6)2-21-23(18,19)20/h3-6,16H,1-2H2,(H2,18,19,20)(H3,11,13,14,17)",1.295561381,1.813740471,3.101611527,1.136694828,1.320101307,2.011915068,0.704696272,1.642755338,1.06390801,1.136021397,1.035436804,1.277184581,1.489395852,1.465869478,1.474745393,1.432961536,1.3426222,1.337006036,1.241571913,1.375524622,1.175333528,1.355254854,1.438885261,1.239252236,1.467223661,1.335180912,1.14849482,1.279869348,1.138832668,1.24958059,1.359655759,1.233376936,1.290885435,1.460166773,1.307499852,1.304828668,1.149861923,1.258401639,1.138674626,1.421857963,1.40938319,1.145083069,1.389172837,1.306586185,1.135328843,1.183586937,1.330693641,1.318793666,1.212352123,1.318653992,1.296430906,1.133689501,1.372790006,1.427752082,1.238416458,1.331329319,1.327340307,1.16228987,1.315672123,1.260851699,1.228474119,1.224538555,1.272791508,1.339620162,1.31387134,1.315584277,1.267220315,1.348595235,1.290946159,1.319687367,1.30969241,1.26183564,1.343426646,1.326375357,1.251714689,1.306124829,1.273101013,1.23835576,1.285520104,1.288477155,1.308747285,1.292339947,1.30117677,1.278031684,1.293875819,1.27816542,1.301457815,1.300837794,1.285329704,1.303336004,1.310322063,1.306479232,1.270391029,1.296542908,1.300480806,1.289061069,1.272313172,1.249378858,1.292086674,1.301285183,1.327328581,1.271517715,1.29701045,1.28828824,1.273516242,1.305988613,1.274260501,1.321632187,1.306373795,1.299323805,1.286638364,1.298940777,1.295716909,1.291484548,1.284316452,1.298808787,1.293910426,1.288436467,1.290832147,1.297230924,1.297156327,1.299718636,1.299218744,1.294151683,1.295057415,1.293665569,1.296086911,1.296386286,1.296840555,1.294356306,1.292536623,1.295842758,1.295727643,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862
"InChI=1S/C12H10O4/c1-7-5-12(14)16-11-6-9(15-8(2)13)3-4-10(7)11/h3-6H,1-2H3",1.291426151,0.956856692,0.991396987,1.360444259,1.165426931,1.153455018,1.284823221,1.364837454,0.992222172,1.323308642,1.308841962,1.343073176,1.322785763,1.098921447,1.485887989,1.366110956,1.11786726,1.371062499,1.262131188,1.236208573,1.271556257,1.327775416,1.207010865,1.190770858,1.254146213,1.337909918,1.305076597,1.296960405,1.339974164,1.226469999,1.262075495,1.242715407,1.27005357,1.25504545,1.324521718,1.279358067,1.339837879,1.25225491,1.245619838,1.266210094,1.327838816,1.337524779,1.269172203,1.309752328,1.311522805,1.261460068,1.26983834,1.289966627,1.315826954,1.261836244,1.276834416,1.289269086,1.308901198,1.303313475,1.299296032,1.332075724,1.322006964,1.260431167,1.263539279,1.296045794,1.298270782,1.307719352,1.31966434,1.361412223,1.313071436,1.366157895,1.346249596,1.333761073,1.277111633,1.296029596,1.293487015,1.338281139,1.357447035,1.324160337,1.286118807,1.279842198,1.247241624,1.264874167,1.317919148,1.27421496,1.280218057,1.318596369,1.301898715,1.275990381,1.275636435,1.299551222,1.314866522,1.299851335,1.258266429,1.299900422,1.299588471,1.264866795,1.282861855,1.282325621,1.294830678,1.288277541,1.314328204,1.291983338,1.290871325,1.292963031,1.298853093,1.289712378,1.286086107,1.297210221,1.287739574,1.304671525,1.286534345,1.293998024,1.303355243,1.289203703,1.291362293,1.288081429,1.298999292,1.30470992,1.293525709,1.298886778,1.290425296,1.291827776,1.291870799,1.290942926,1.298610651,1.296610272,1.292844016,1.295047469,1.294096391,1.295570133,1.296073061,1.296076639,1.295347651,1.295234416,1.295177353,1.295566134,1.29540537,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862
"InChI=1S/C3H7NO2/c1-3(2)4(5)6/h3H,1-2H3",0.665762063,1.201981686,1.163581388,1.477226782,1.102759609,1.164017174,1.123520554,1.368605097,1.605339063,1.649418844,1.046124585,2.09424597,0.765117933,1.551039723,1.653700551,0.983684275,1.209560684,1.442971632,1.203112205,1.302207177,1.364537701,1.267325147,1.34750401,1.351132113,1.171948672,1.399839587,1.317414832,1.413672621,1.314650081,1.186547829,1.298277489,1.147770402,1.248346643,1.169036117,1.160811014,1.190217989,1.174336478,1.325673858,1.337708488,1.260108282,1.214710282,1.280299345,1.279123984,1.243991813,1.2954894,1.291166975,1.392730441,1.264178378,1.183163769,1.292116395,1.326965893,1.396686452,1.255942793,1.294570565,1.253827361,1.309099189,1.318303139,1.343228263,1.330184532,1.319485505,1.32128519,1.306999508,1.296343481,1.297249118,1.310535907,1.35075588,1.281584569,1.328926806,1.269661934,1.261680308,1.282221314,1.316802052,1.260833128,1.309273966,1.224721674,1.168682564,1.283214427,1.316347493,1.30220352,1.294817304,1.278829044,1.321253901,1.274366818,1.314750705,1.301110323,1.324807875,1.285629431,1.268841239,1.311707254,1.299346273,1.304500729,1.303321768,1.304702423,1.263836019,1.295920682,1.280749043,1.246220203,1.297568062,1.294410445,1.271327673,1.307362437,1.298414858,1.31019335,1.283606551,1.284647124,1.289976916,1.278319253,1.294589839,1.310363134,1.291047483,1.302535854,1.293078302,1.300631474,1.288824687,1.294674496,1.293039222,1.294613533,1.290258514,1.29544,1.293767412,1.297323985,1.295250387,1.295040989,1.29862042,1.295943393,1.2945824,1.295580988,1.296752654,1.297130457,1.29578727,1.295008273,1.295550018,1.295418317,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862
"InChI=1S/C8H8O4/c9-6-1-2-7(10)5(3-6)4-8(11)12/h1-3,9-10H,4H2,(H,11,12)",1.1706906,0.906574492,0.947663555,1.429275731,1.134624456,1.410554705,1.313575301,1.283492539,1.229515719,1.234661504,1.21093466,1.319675191,1.357297286,1.408263093,1.36926247,1.346325839,1.329897778,1.261919088,1.294353981,1.388251104,1.313230088,1.253458038,1.368599034,1.289783519,1.350454391,1.282604619,1.243964433,1.347717743,1.282889563,1.276862307,1.299089226,1.361268764,1.295318387,1.302015955,1.188848565,1.26975791,1.358355899,1.272581248,1.311263651,1.308786192,1.311870681,1.325164268,1.278983653,1.306344425,1.269708883,1.315012256,1.280994775,1.310816799,1.314117113,1.318774139,1.325933755,1.300461582,1.352275145,1.289675418,1.297082123,1.329636047,1.276562946,1.315188013,1.302845969,1.344575236,1.316588677,1.271163047,1.273221151,1.317540695,1.285700218,1.304645601,1.308341429,1.276327885,1.309401471,1.296214665,1.291538153,1.29741769,1.288429252,1.27963188,1.310544423,1.309308553,1.303563446,1.299413251,1.311157709,1.287652456,1.30514805,1.297799881,1.306331433,1.297613839,1.295433089,1.29644685,1.304863894,1.306365462,1.307235765,1.284617271,1.289133727,1.284554348,1.28744432,1.303637887,1.301608745,1.290001204,1.287417471,1.301267601,1.296781451,1.289382155,1.30891997,1.302511915,1.299869867,1.291856199,1.284860187,1.298166195,1.285551204,1.293637077,1.301301333,1.294101375,1.294161497,1.296799911,1.295819222,1.294167212,1.300581792,1.290416135,1.295860918,1.296928225,1.29534212,1.296679188,1.295233638,1.296110493,1.295006723,1.296139732,1.295928139,1.295082376,1.295290473,1.295195102,1.295417921,1.295616812,1.295397518,1.295615059,1.295631522,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862
"InChI=1S/C7H7NO3/c8-6-4(7(10)11)2-1-3-5(6)9/h1-3,9H,8H2,(H,10,11)",1.06405551,0.822062741,1.192018162,1.375864371,1.098358077,1.405072745,1.433689418,1.303535227,1.38330303,1.414757676,1.200035104,1.531521737,1.616854125,1.183856534,1.034876416,1.281243031,1.368496538,1.323249362,1.343477073,1.242215834,1.208521971,1.265773394,1.276529089,1.324670805,1.280283636,1.316207358,1.443493756,1.312769145,1.26888508,1.241240481,1.307649027,1.390910854,1.322456049,1.354498495,1.258138482,1.303876104,1.224831782,1.317524335,1.202255423,1.382814602,1.338988655,1.24045338,1.35561107,1.372009679,1.250932292,1.322911964,1.248697609,1.302771976,1.311808421,1.284625384,1.280837033,1.276479608,1.325412346,1.264551755,1.277167802,1.325902613,1.310606747,1.272382738,1.289415672,1.31916228,1.310852378,1.322327517,1.252068922,1.256964235,1.293041685,1.268734969,1.314662522,1.298237465,1.291805947,1.300035455,1.261112307,1.31642319,1.31204955,1.283776769,1.295806078,1.311496164,1.319325366,1.305735341,1.288281665,1.30752801,1.293449982,1.24971892,1.277522101,1.291148105,1.291618681,1.30256669,1.287311921,1.312528653,1.279552061,1.297480321,1.284255431,1.269827115,1.288957796,1.30152537,1.290887378,1.291599668,1.320062789,1.295704792,1.285235724,1.287370421,1.305523629,1.302724445,1.295556601,1.304094122,1.297268006,1.287036589,1.297316939,1.296005499,1.29848018,1.298294338,1.28983702,1.296597257,1.302437393,1.299446534,1.291042088,1.289493063,1.290918005,1.295548916,1.292495842,1.294117019,1.295275031,1.296012748,1.293415201,1.296389025,1.29449452,1.295760928,1.295489026,1.295652942,1.294302119,1.295305113,1.295887287,1.295625892,1.295497283,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862
"InChI=1S/C6H13NO2S/c1-10-3-2-5(7)4-6(8)9/h5H,2-4,7H2,1H3,(H,8,9)",0.828361599,1.046809721,1.013681778,1.340697647,1.289316963,1.581196302,1.524261144,1.193364822,1.396181295,1.303019169,1.248793926,1.316457133,1.427864391,1.076232767,1.244328255,1.15034915,1.336158947,1.364789606,1.240708372,1.435146403,1.28308336,1.247299076,1.308224808,1.374353223,1.299790721,1.29111287,1.360742652,1.469139631,1.287802448,1.208322692,1.341270252,1.350321348,1.410046097,1.37962058,1.25686438,1.397360868,1.183166059,1.378066601,1.13520642,1.27017319,1.403362052,1.195186356,1.356072459,1.330752121,1.233125995,1.210719706,1.234093231,1.276142638,1.341943775,1.368631556,1.399667935,1.351938048,1.242386599,1.319519382,1.232705283,1.248400261,1.293074336,1.274445644,1.276664429,1.26157291,1.333292712,1.300039315,1.286596916,1.418143152,1.21933796,1.257291176,1.250838855,1.233899553,1.286755299,1.315169064,1.28641331,1.328105135,1.324490908,1.334297507,1.227076671,1.314379678,1.260825445,1.290399901,1.319555403,1.294582727,1.292488338,1.329875652,1.288562063,1.200567323,1.315193024,1.243748011,1.288994068,1.271262368,1.308163823,1.35443273,1.300134634,1.303361742,1.315152774,1.289689584,1.259749292,1.352040757,1.29431281,1.306101048,1.329078813,1.30985854,1.302261784,1.29809197,1.276093348,1.299521741,1.294717181,1.255429854,1.279576185,1.313435103,1.30470121,1.276223813,1.300845802,1.310322773,1.285401334,1.300878164,1.292802321,1.292001196,1.291443931,1.308736618,1.297226168,1.299480444,1.299621061,1.291362274,1.298154184,1.292479261,1.290192504,1.294684537,1.288016855,1.29221659,1.296805737,1.299600026,1.292385914,1.29622933,1.295083675,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862
"InChI=1S/C6H13NO2/c1-4(2)5(7)3-6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)",0.825797738,0.998600582,0.989243846,1.296431803,1.3107347,1.494504537,1.492349452,1.341173964,1.32246367,1.340706235,1.10517767,1.380831456,1.420181691,1.06812963,1.173865137,1.204892532,1.326946548,1.364017712,1.302677364,1.292716993,1.375062134,1.306287319,1.398025859,1.295038288,1.213517405,1.321127549,1.354924905,1.444946989,1.31098309,1.202727884,1.431744021,1.307083537,1.353105018,1.290806777,1.211488676,1.240583485,1.137211329,1.420551887,1.155313859,1.336265118,1.385991175,1.257617068,1.30139625,1.349041042,1.238736062,1.208256208,1.296990326,1.321599325,1.262408963,1.363898614,1.397247797,1.33403242,1.287736868,1.290644625,1.299608459,1.296574032,1.362367204,1.261410209,1.244540843,1.243104438,1.340537,1.314544021,1.28116874,1.365253195,1.260209288,1.293678937,1.322363332,1.269591416,1.270663125,1.251472614,1.276537275,1.31242108,1.316327947,1.288999006,1.257282618,1.288571399,1.316680885,1.320061927,1.284555122,1.306581316,1.295270151,1.287414791,1.323736165,1.276974566,1.304962929,1.309100714,1.297603547,1.295659091,1.293863268,1.310534461,1.297356453,1.294488864,1.31759021,1.262634472,1.273258401,1.290947646,1.291365241,1.285911504,1.30582966,1.302054963,1.296614487,1.302419418,1.294634738,1.29661907,1.292154924,1.296052463,1.292375645,1.289492295,1.294438754,1.293483326,1.296362439,1.294922846,1.290517527,1.293101631,1.293451689,1.29254098,1.288489112,1.2948748,1.294465123,1.294279816,1.29354583,1.295743831,1.300096309,1.295074928,1.29591249,1.294737798,1.296534751,1.295570343,1.296197014,1.295248093,1.295222369,1.295999714,1.295581667,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862
"InChI=1S/C8H11N/c1-9(2)8-6-4-3-5-7-8/h3-7H,1-2H3",0.678151038,1.085272732,1.106510771,1.110897435,1.093662447,0.972593075,1.334809658,1.3991639,1.519422395,1.337810369,1.138157323,1.270271538,1.283806903,1.270951056,1.160226234,1.381383193,1.312076684,1.452060095,1.289213803,1.344969736,1.104588073,1.322729658,1.358009999,1.280478578,1.40520439,1.221280771,1.201502166,1.15343828,1.325414222,1.241172096,1.287996657,1.265197622,1.287043129,1.296877405,1.316374974,1.340099856,1.279135981,1.39550901,1.34501467,1.398664617,1.261621992,1.323699564,1.323430696,1.248450195,1.295297566,1.240184773,1.322739733,1.3230592,1.310348555,1.288998674,1.303857318,1.317081605,1.252157128,1.314276313,1.268448066,1.289418199,1.321011861,1.321466554,1.318965893,1.333884693,1.304944616,1.252120354,1.264937012,1.315594338,1.265750559,1.312467965,1.32660242,1.25423698,1.323983736,1.2831855,1.291247554,1.259222617,1.314945003,1.304647669,1.29805306,1.297025901,1.281241747,1.299993115,1.312088092,1.307230835,1.299176014,1.285067108,1.265369952,1.300760989,1.293568603,1.313932153,1.296704338,1.327935329,1.292135785,1.301276231,1.290179236,1.295581978,1.288787614,1.285184602,1.303244143,1.312928325,1.328149948,1.287715678,1.285240961,1.310834524,1.301137493,1.291590409,1.311240476,1.306142363,1.31722379,1.297154947,1.317664409,1.295169869,1.30202542,1.294082564,1.298769519,1.298297112,1.289996188,1.290429835,1.305028988,1.288271189,1.291518425,1.297144536,1.293059728,1.301534478,1.296523257,1.301342725,1.29140411,1.297900617,1.296383608,1.295754843,1.294966825,1.295382733,1.293758784,1.295447845,1.295269024,1.295487012,1.29556064,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862
"InChI=1S/C6H9NOS/c1-5-6(2-3-8)9-4-7-5/h4,8H,2-3H2,1H3",0.852631432,0.847973903,1.229520874,1.264011764,1.261148714,1.326505019,1.179946285,1.305204795,1.40182274,1.070946955,1.346476883,1.167201058,0.915798488,1.140052437,1.382402926,1.130370984,1.551523949,1.040103065,1.549921125,1.380647441,1.038521797,1.179008287,1.450455377,1.241774832,1.30812693,1.223554452,1.432838943,1.309702346,1.413201576,1.20829258,1.245842602,1.265981239,1.553748032,1.315428011,1.325425769,1.158758429,1.230229706,1.170838389,1.166283602,1.291980649,1.283649913,1.37114588,1.331717836,1.290325403,1.334752988,1.363907996,1.312037015,1.279105383,1.321416913,1.314124002,1.321189116,1.228342478,1.310214634,1.226271602,1.369950536,1.339585744,1.291095528,1.366236346,1.19795626,1.347844205,1.301928137,1.303369423,1.290178782,1.287637958,1.255482951,1.308658537,1.301578294,1.265209601,1.312646879,1.328121823,1.311588644,1.307616814,1.282922314,1.331369773,1.274299556,1.299547516,1.296460561,1.292745888,1.249529216,1.319463316,1.27667025,1.3019214,1.29206099,1.268429559,1.29944387,1.295501243,1.288930975,1.269927501,1.275546384,1.283347056,1.29886121,1.293056897,1.30897895,1.296541349,1.309380901,1.298454638,1.306103435,1.307200146,1.27627272,1.30292094,1.279563258,1.305591454,1.33276394,1.305740484,1.286254326,1.286963751,1.305484983,1.31043167,1.296437771,1.287714382,1.317366233,1.282582985,1.293912966,1.29115205,1.305784136,1.293146386,1.280666965,1.291130614,1.302807802,1.295136212,1.285879107,1.299907823,1.29141256,1.292831065,1.29302994,1.298066472,1.295838729,1.291918735,1.296366468,1.296228685,1.295252711,1.294497393,1.296217308,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862
"InChI=1S/C9H15N4O8P/c10-7-4(8(11)16)12-2-13(7)9-6(15)5(14)3(21-9)1-20-22(17,18)19/h2-3,5-6,9,14-15H,1,10H2,(H2,11,16)(H2,17,18,19)",1.308230947,1.786722844,2.62974584,1.467068855,1.161116919,2.075280456,0.823311178,1.24997562,1.237005013,1.542449603,0.827764607,1.390338977,1.551326978,1.260696717,0.951991793,1.273967942,1.497475371,1.301482,1.40016863,1.315508048,1.081225575,1.37112634,1.454344508,1.381490955,1.493053532,1.373870492,1.336487747,1.254915585,1.060648716,1.295737811,1.328764193,1.20698634,1.30324592,1.41361012,1.292894759,1.293621518,1.310771774,1.308218687,1.150935454,1.444804696,1.256977387,1.233753949,1.339639589,1.371325004,1.176642326,1.280005671,1.337775933,1.315627284,1.150759812,1.242477319,1.234017749,1.194972408,1.40924807,1.438322811,1.211732837,1.356624475,1.357852275,1.208277978,1.299558868,1.24722512,1.25626941,1.279529896,1.243797502,1.215680738,1.311973376,1.314319204,1.242980336,1.316745509,1.296937809,1.304593447,1.309340166,1.226308749,1.350385575,1.288805893,1.256055363,1.27457218,1.300523852,1.260585654,1.26826131,1.247420717,1.268909602,1.21884387,1.319256032,1.293937092,1.28929883,1.297430938,1.264169572,1.31054056,1.281152985,1.315590309,1.284266901,1.294398865,1.285754552,1.307371277,1.291810577,1.301225227,1.303789374,1.285256565,1.298611857,1.285377574,1.327696289,1.27851764,1.304869677,1.280220408,1.291272056,1.291368564,1.288956269,1.298128795,1.295727924,1.294204359,1.289648131,1.292105018,1.307311078,1.295901352,1.29176699,1.299357335,1.285412384,1.286170135,1.289130752,1.29765224,1.297373189,1.297993258,1.289018956,1.293797777,1.2939929,1.296985304,1.295191996,1.295575308,1.296430241,1.295023033,1.294152055,1.295271595,1.296025051,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862
"InChI=1S/C9H14N3O8P/c10-5-1-2-12(9(15)11-5)8-6(14)7(4(3-13)19-8)20-21(16,17)18/h1-2,4,6-8,13-14H,3H2,(H2,10,11,15)(H2,16,17,18)",1.412049102,1.788009611,2.512415042,1.528470957,1.090836145,1.804837175,0.723761166,1.448481094,1.185760553,1.432287274,0.924905255,1.203324625,1.281357266,1.539255593,1.052848159,1.507936286,1.224761809,1.294183628,1.324362753,1.212994954,0.97165823,1.321110821,1.341408408,1.355281583,1.384374281,1.289666484,1.265692726,1.177795229,1.179150589,1.172367969,1.406700979,1.189557537,1.300308327,1.229856648,1.278717447,1.256530775,1.437124414,1.269195314,1.135666038,1.23274822,1.266089071,1.340177837,1.24150125,1.301221094,1.314877746,1.209112873,1.234625214,1.340718246,1.388575615,1.336225247,1.290736512,1.257191485,1.401616013,1.417518267,1.322124984,1.452402284,1.337108948,1.394042317,1.35443904,1.337187205,1.307450132,1.288001104,1.433693026,1.258731015,1.435992153,1.293825685,1.190473974,1.253166874,1.284033259,1.301408167,1.260618631,1.342309935,1.245107337,1.276400775,1.275613478,1.350339647,1.362384646,1.291329601,1.247196212,1.325793694,1.292110719,1.317196795,1.288126975,1.27032716,1.296513064,1.301394506,1.289295629,1.307503221,1.264519715,1.321857872,1.328494369,1.33014985,1.310433219,1.283456518,1.295877256,1.317054784,1.284578889,1.270561473,1.287111946,1.294090541,1.321404302,1.272883487,1.292875444,1.316131215,1.302892737,1.300173005,1.287205183,1.325286837,1.289654465,1.313602772,1.289488404,1.305379089,1.292296185,1.293680075,1.312888619,1.296852048,1.290278718,1.293010728,1.288477767,1.300411775,1.296927564,1.29701136,1.293574548,1.297260568,1.294373463,1.300370491,1.294040935,1.295906467,1.296247937,1.291450168,1.289997709,1.29637257,1.295121892,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862
